UTR Name,Direction,Left Coord,Right Coord
thiD,R,2184417,2184716
thiM,R,2185202,2185501
rcnR,R,2185697,2185996
rcnA,F,2185717,2186016
rcnB,F,2186760,2187059
yehA,R,2188315,2188614
yehB,R,2190811,2191110
yehC,R,2191546,2191845
yehD,R,2192123,2192422
yehE,R,2192697,2192996
mrp,R,2194069,2194368
metG,F,2194100,2194399
yehH,F,2196274,2196573
yehI,F,2200079,2200378
yehK,F,2203772,2204071
yehL,F,2204396,2204695
yehM,F,2205495,2205794
yehP,F,2207767,2208066
yehQ,F,2208900,2209199
yehR,F,2211025,2211324
yehS,R,2212097,2212396
yehT,R,2212863,2213162
yehU,R,2214545,2214844
mlrA,F,2214666,2214965
yohO,F,2215457,2215756
yehW,R,2216377,2216676
yehX,R,2217308,2217607
yehY,R,2218458,2218757
osmF,R,2219382,2219681
bglX,R,2221890,2222189
dld,F,2221985,2222284
pbpG,R,2224771,2225070
yohC,R,2225532,2225831
yohD,F,2225601,2225900
yohF,R,2227171,2227470
mdtQ,R,2228659,2228958
yohP,F,2228782,2229081
dusC,R,2230286,2230585
yohJ,F,2230424,2230723
yohK,F,2230819,2231118
cdd,F,2231644,2231943
sanA,F,2232678,2232977
yeiS,F,2233400,2233699
preT,F,2233833,2234132
preA,F,2235065,2235364
mglC,R,2237654,2237953
mglA,R,2239190,2239489
mglB,R,2240249,2240548
galS,R,2241569,2241868
yeiB,R,2242868,2243167
folE,R,2243553,2243852
yeiG,F,2243710,2244009
cirA,R,2246670,2246969
lysP,R,2248433,2248732
yeiE,R,2249519,2249818
yeiH,F,2249517,2249816
nfo,F,2250640,2250939
yeiI,F,2251500,2251799
nupX,R,2254046,2254345
rihB,R,2255087,2255386
yeiL,F,2255155,2255454
psuT,R,2257236,2257535
psuG,R,2258268,2258567
psuK,R,2259197,2259496
fruA,R,2261311,2261610
fruK,R,2262266,2262565
fruB,R,2263396,2263695
setB,F,2263663,2263962
yeiW,R,2265196,2265495
yeiP,F,2265250,2265549
yeiQ,F,2266045,2266344
yeiR,F,2267629,2267928
lpxT,F,2268654,2268953
mepS,F,2269779,2270078
rtn,F,2270526,2270825
yejA,F,2272164,2272463
yejB,F,2273979,2274278
yejE,F,2275073,2275372
yejF,F,2276100,2276399
yejG,R,2278138,2278437
bcr,R,2279661,2279960
rsuA,R,2280384,2280683
yejH,F,2280432,2280731
rplY,F,2282317,2282616
yejK,R,2283848,2284147
yejL,F,2283929,2284228
yejM,F,2284176,2284475
insH1,R,2289982,2290281
narP,F,2290300,2290599
ccmH,R,2292311,2292610
dsbE,R,2292865,2293164
ccmF,R,2294805,2295104
ccmE,R,2295281,2295580
ccmD,R,2295487,2295786
ccmC,R,2296221,2296520
ccmB,R,2296925,2297224
ccmA,R,2297545,2297844
napC,R,2298160,2298459
napB,R,2298619,2298918
napH,R,2299479,2299778
napG,R,2300161,2300460
napA,R,2302654,2302953
napD,R,2302914,2303213
napF,R,2303398,2303697
eco,F,2303705,2304004
mqo,R,2306655,2306954
yojI,R,2308516,2308815
alkB,R,2309242,2309541
ada,R,2310306,2310605
apbE,R,2311435,2311734
ompC,R,2312650,2312949
rcsD,F,2313288,2313587
rcsB,F,2315977,2316276
rcsC,R,2319777,2320076
atoS,F,2319843,2320142
atoC,F,2321666,2321965
atoD,F,2323247,2323546
atoA,F,2323909,2324208
atoE,F,2324556,2324855
atoB,F,2325909,2326208
yfaP,R,2328044,2328343
yfaQ,R,2329698,2329997
yfaS,R,2334303,2334602
yfaT,R,2334860,2335159
yfaA,R,2336545,2336844
gyrA,R,2339321,2339620
ubiG,F,2339367,2339666
yfaL,R,2344070,2344369
nrdA,F,2344665,2344964
nrdB,F,2347184,2347483
yfaE,F,2348314,2348613
inaA,R,2349373,2349672
yfaH,F,2349451,2349750
glpQ,R,2350912,2351211
glpT,R,2352275,2352574
glpA,F,2352447,2352746
glpB,F,2354065,2354364
glpC,F,2355321,2355620
yfaD,F,2356704,2357003
ypaA,F,2357604,2357903
rhmA,R,2358746,2359045
rhmT,R,2360053,2360352
rhmD,R,2361315,2361614
rhmR,R,2362112,2362411
yfaY,R,2363534,2363833
yfaZ,R,2364176,2364475
nudI,F,2364354,2364653
ais,R,2365521,2365820
arnB,F,2365728,2366027
arnC,F,2366871,2367170
arnA,F,2367839,2368138
arnD,F,2369818,2370117
arnT,F,2370708,2371007
arnE,F,2372357,2372656
arnF,F,2372692,2372991
pmrD,R,2373439,2373738
menE,R,2374904,2375203
menC,R,2375863,2376162
menB,R,2376720,2377019
menH,R,2377493,2377792
menD,R,2379160,2379459
menF,R,2380544,2380843
elaB,R,2380928,2381227
elaA,R,2381444,2381743
rbn,F,2381408,2381707
elaD,F,2382513,2382812
yfbK,R,2385623,2385922
yfbL,F,2385660,2385959
yfbM,F,2386734,2387033
yfbN,R,2388327,2388626
yfbO,F,2388435,2388734
yfbP,F,2388916,2389215
nuoN,R,2391406,2391705
nuoM,R,2392942,2393241
nuoL,R,2394947,2395246
nuoK,R,2395246,2395545
nuoJ,R,2395797,2396096
nuoI,R,2396351,2396650
nuoH,R,2397343,2397642
nuoG,R,2400066,2400365
nuoF,R,2401456,2401755
nuoE,R,2401953,2402252
nuoC,R,2403746,2404045
nuoB,R,2404514,2404813
nuoA,R,2404973,2405272
lrhA,R,2406542,2406841
alaA,F,2407361,2407660
yfbR,F,2408662,2408961
yfbS,R,2411253,2411552
yfbT,R,2411990,2412289
yfbU,R,2412495,2412794
yfbV,R,2413033,2413332
ackA,F,2413270,2413569
pta,F,2414547,2414846
yfcC,F,2416881,2417180
yfcD,R,2419077,2419376
yfcE,R,2419689,2419988
yfcF,R,2420386,2420685
yfcG,F,2420421,2420720
folX,F,2421125,2421424
yfcH,F,2421508,2421807
yfcI,R,2423440,2423739
hisP,R,2424410,2424709
hisM,R,2425134,2425433
hisQ,R,2425817,2426116
hisJ,R,2426689,2426988
argT,R,2427692,2427991
ubiX,R,2428527,2428826
purF,R,2430139,2430438
cvpA,R,2430664,2430963
dedD,R,2431585,2431884
folC,R,2432843,2433142
accD,R,2433827,2434126
dedA,R,2434642,2434941
truA,R,2435537,2435836
usg,R,2436550,2436849
pdxB,R,2437752,2438051
flk,F,2437750,2438049
yfcJ,R,2440021,2440320
fabB,R,2441506,2441805
mnmC,F,2441564,2441863
yfcL,R,2444070,2444369
epmC,R,2444652,2444951
yfcA,R,2445461,2445760
mepA,R,2446285,2446584
aroC,R,2447374,2447673
prmB,R,2448341,2448640
smrB,F,2448406,2448705
yfcO,R,2449950,2450249
yfcP,R,2450491,2450790
yfcQ,R,2450976,2451275
yfcR,R,2451485,2451784
yfcS,R,2452237,2452536
yfcU,R,2454902,2455201
yfcV,R,2455547,2455846
sixA,R,2456713,2457012
fadJ,R,2459060,2459359
fadI,R,2460370,2460669
yfcZ,R,2460835,2461134
fadL,F,2461106,2461405
yfdF,F,2462812,2463111
mlaA,R,2464908,2465207
yfdC,F,2465101,2465400
intS,F,2466345,2466644
gtrA,F,2467655,2467954
gtrB,F,2468014,2468313
gtrS,F,2468931,2469230
tfaS,F,2470615,2470914
yfdK,R,2471418,2471717
yfdL,R,2472023,2472322
yfdM,R,2472288,2472587
yfdN,R,2472782,2473081
oweS,R,2473486,2473785
yfdP,F,2473404,2473703
yfdQ,F,2473832,2474131
yfdR,F,2474784,2475083
yfdS,F,2475311,2475610
yfdT,F,2475673,2475972
ypdJ,F,2475981,2476280
torI,F,2476110,2476409
dsdC,R,2477530,2477829
dsdX,F,2477647,2477946
dsdA,F,2479002,2479301
emrY,R,2482077,2482376
emrK,R,2483240,2483539
evgA,F,2483555,2483854
evgS,F,2484174,2484473
yfdE,R,2489069,2489368
yfdV,R,2490087,2490386
oxc,R,2491851,2492150
frc,R,2493155,2493454
yfdX,R,2494303,2494602
ypdI,F,2494498,2494797
yfdY,R,2495193,2495492
lpxP,F,2495445,2495744
ypdK,F,2496721,2497020
alaC,R,2498196,2498495
ypdA,F,2498471,2498770
ypdB,F,2500183,2500482
ypdC,F,2500930,2501229
fryA,R,2504386,2504685
ypdE,R,2505448,2505747
ypdF,R,2506533,2506832
fryC,R,2507795,2508094
fryB,R,2508143,2508442
glk,R,2509327,2509626
yfeO,F,2509430,2509729
ypeC,F,2510801,2511100
mntH,R,2512607,2512906
nupC,F,2512842,2513141
insL1,F,2514131,2514430
yfeA,R,2517733,2518032
yfeC,F,2518267,2518566
yfeD,F,2518613,2518912
gltX,R,2520573,2520872
xapR,R,2522378,2522677
xapB,R,2523886,2524185
xapA,R,2524779,2525078
yfeN,F,2524927,2525226
yfeR,R,2526757,2527056
yfeH,F,2526746,2527045
ypeB,R,2528060,2528359
ligA,R,2530077,2530376
zipA,R,2531134,2531433
cysZ,F,2531263,2531562
cysK,F,2532209,2532508
ptsH,F,2533564,2533863
ptsI,F,2533866,2534165
crr,F,2535634,2535933
pdxK,R,2537138,2537437
yfeK,F,2537142,2537441
yfeS,F,2537549,2537848
cysM,R,2539484,2539783
cysA,R,2540715,2541014
cysW,R,2541580,2541879
cysU,R,2542413,2542712
cysP,R,2543429,2543728
ucpA,R,2544524,2544823
murR,R,2545510,2545809
murQ,F,2545573,2545872
murP,F,2546473,2546772
yfeW,F,2547902,2548201
yfeX,R,2550446,2550745
yfeY,R,2551117,2551416
yfeZ,R,2551627,2551926
ypeA,R,2552039,2552338
amiA,F,2552152,2552451
hemF,F,2553025,2553324
eutR,R,2555083,2555382
eutK,R,2555629,2555928
eutL,R,2556301,2556600
eutC,R,2557198,2557497
eutB,R,2558580,2558879
intZ,F,2558658,2558957
yffL,F,2560057,2560356
yffM,F,2561168,2561467
yffN,F,2561425,2561724
yffO,F,2561911,2562210
yffP,F,2562324,2562623
yffQ,F,2563392,2563691
yffR,F,2563780,2564079
yffS,F,2564323,2564622
eutA,R,2566785,2567084
eutH,R,2568008,2568307
eutG,R,2569412,2569711
eutJ,R,2570238,2570537
eutE,R,2571652,2571951
eutN,R,2571951,2572250
eutM,R,2572351,2572650
eutD,R,2573406,2573705
eutT,R,2574206,2574505
eutQ,R,2574904,2575203
eutP,R,2575358,2575657
eutS,R,2575706,2576005
maeB,R,2578278,2578577
talA,F,2578466,2578765
tktB,F,2579436,2579735
ypfG,R,2582678,2582977
nudK,R,2583379,2583678
aegA,R,2585426,2585725
narQ,F,2585531,2585830
acrD,F,2587395,2587694
ypfM,R,2590767,2591066
yffB,F,2591047,2591346
dapE,F,2591407,2591706
ypfN,F,2592562,2592861
ypfH,R,2593671,2593970
tmcA,R,2595760,2596059
ypfJ,R,2596638,2596937
purC,R,2597519,2597818
bamC,R,2598766,2599065
dapA,R,2599661,2599960
gcvR,F,2599706,2600005
bcp,F,2600278,2600577
hyfA,F,2601001,2601300
hyfB,F,2601618,2601917
hyfC,F,2603647,2603946
hyfD,F,2604611,2604910
hyfE,F,2606062,2606361
hyfF,F,2606717,2607016
hyfG,F,2608287,2608586
hyfH,F,2609964,2610263
hyfI,F,2610506,2610805
hyfJ,F,2611257,2611556
hyfR,F,2611700,2611999
focB,F,2613734,2614033
yfgO,R,2615782,2616081
bepA,F,2615894,2616193
yfgD,F,2617378,2617677
hda,R,2618677,2618976
uraA,R,2620061,2620360
upp,R,2620773,2621072
purM,F,2620997,2621296
purN,F,2622034,2622333
ppk,F,2622844,2623143
ppx,F,2624915,2625214
yfgF,R,2628839,2629138
yfgG,F,2629090,2629389
yfgH,F,2629592,2629891
yfgI,F,2630126,2630425
guaA,R,2632436,2632735
guaB,R,2633971,2634270
xseA,F,2634032,2634331
yfgJ,R,2635715,2636014
der,R,2637257,2637556
bamB,R,2638553,2638852
yfgM,R,2639184,2639483
hisS,R,2640476,2640775
ispG,R,2641705,2642004
rodZ,R,2642745,2643044
rlmN,R,2644184,2644483
ndk,R,2644765,2645064
pbpC,R,2647226,2647525
yfhM,R,2652188,2652487
sseA,F,2652294,2652593
sseB,R,2654834,2655133
pepB,R,2656259,2656558
iscX,R,2656637,2656936
fdx,R,2656984,2657283
hscA,R,2658836,2659135
hscB,R,2659368,2659667
iscA,R,2659787,2660086
iscU,R,2660190,2660489
iscS,R,2661432,2661731
iscR,R,2662032,2662331
trmJ,R,2663224,2663523
suhB,F,2663242,2663541
yfhR,F,2664190,2664489
csiE,F,2665235,2665534
hcaT,R,2667747,2668046
hcaR,R,2668797,2669096
iroK,R,2667972,2668271
hcaE,F,2668832,2669131
hcaF,F,2670190,2670489
hcaC,F,2670708,2671007
hcaB,F,2671025,2671324
hcaD,F,2671847,2672146
yphA,F,2673146,2673445
yphB,R,2674589,2674888
yphC,R,2675662,2675961
yphD,R,2676726,2677025
yphE,R,2678262,2678561
yphF,R,2679268,2679567
yphG,R,2682646,2682945
yphH,F,2682663,2682962
glyA,R,2685408,2685707
hmp,F,2685635,2685934
glnB,R,2687309,2687608
glrR,R,2688704,2689003
yfhG,R,2689407,2689706
glrK,R,2690999,2691298
purL,R,2695444,2695743
mltF,F,2695601,2695900
tadA,R,2697758,2698057
pgpC,R,2698451,2698750
yfhH,F,2698559,2698858
yfhL,F,2699463,2699762
shoB,R,2700098,2700397
acpS,R,2700899,2701198
pdxJ,R,2701630,2701929
recO,R,2702370,2702669
era,R,2703287,2703586
rnc,R,2703964,2704263
lepB,R,2705210,2705509
lepA,R,2707025,2707324
rseC,R,2707702,2708001
rseB,R,2708655,2708954
rseA,R,2709305,2709604
rpoE,R,2709913,2710212
nadB,F,2710220,2710519
trmN,R,2712665,2712964
srmB,F,2712696,2712995
yfiE,R,2715221,2715520
eamB,F,2715223,2715522
grcA,R,2716350,2716649
ung,F,2716554,2716853
yfiF,R,2718429,2718728
trxC,F,2718535,2718834
yfiP,F,2719023,2719322
pka,F,2719753,2720052
pssA,F,2722527,2722826
yfiM,F,2723928,2724227
kgtP,R,2725647,2725946
clpB,R,2734074,2734373
yfiH,R,2734935,2735234
rluD,R,2735912,2736211
bamD,F,2735946,2736245
raiA,F,2736954,2737253
pheL,F,2737399,2737698
pheA,F,2737545,2737844
tyrA,R,2739970,2740269
aroF,R,2741051,2741350
yfiL,F,2741160,2741459
yfiR,F,2741675,2741974
yfiN,F,2742183,2742482
yfiB,F,2743425,2743724
rplS,R,2744431,2744730
trmD,R,2745240,2745539
rimM,R,2745819,2746118
rpsP,R,2746086,2746385
ffh,R,2747696,2747995
ypjD,F,2747762,2748061
yfjD,F,2748574,2748873
grpE,R,2750609,2750908
nadK,F,2750631,2750930
recN,F,2751595,2751894
bamE,F,2753405,2753704
ratB,R,2754199,2754498
ratA,R,2754665,2754964
smpB,F,2754696,2754995
intA,F,2755959,2756258
yfjH,R,2758501,2758800
alpA,F,2758444,2758743
yfjI,F,2758785,2759084
yfjJ,F,2760347,2760646
yfjK,R,2763441,2763740
yfjL,R,2765054,2765353
yfjM,R,2765677,2765976
rnlA,F,2765718,2766017
rnlB,F,2766784,2767083
yfjP,F,2767510,2767809
yfjQ,F,2768465,2768764
yfjR,F,2769503,2769802
ypjK,F,2770245,2770544
yfjS,F,2770481,2770780
yfjT,F,2770948,2771247
yfjU,R,2772055,2772354
yfjV,R,2773083,2773382
yfjW,F,2773118,2773417
ypjI,F,2775345,2775644
yfjX,F,2775719,2776018
yfjY,F,2776186,2776485
ypjJ,F,2776677,2776976
yfjZ,F,2776915,2777214
ypjF,F,2777253,2777552
ypjA,R,2782627,2782926
pinH,R,2783205,2783504
ypjC,R,2784912,2785211
ygaQ,F,2786197,2786496
csiD,F,2788785,2789084
lhgO,F,2789782,2790081
gabD,F,2791073,2791372
gabT,F,2792535,2792834
gabP,F,2794053,2794352
csiR,F,2795474,2795773
ygaU,R,2796687,2796986
yqaE,R,2796929,2797228
ygaV,F,2797011,2797310
ygaP,F,2797320,2797619
stpA,R,2798396,2798695
alaE,F,2798964,2799263
ygaC,R,2799895,2800194
ygaM,F,2799946,2800245
nrdH,F,2800523,2800822
nrdI,F,2800765,2801064
nrdE,F,2801148,2801447
nrdF,F,2803302,2803601
proV,F,2804615,2804914
proW,F,2805810,2806109
proX,F,2806932,2807231
ygaY,F,2808116,2808415
ygaZ,F,2809417,2809716
ygaH,F,2810144,2810443
mprA,F,2810570,2810869
emrA,F,2811227,2811526
emrB,F,2812416,2812715
luxS,R,2814634,2814933
gshA,R,2816340,2816639
yqaA,R,2816841,2817140
yqaB,R,2817404,2817703
csrA,R,2819047,2819346
alaS,R,2821912,2822211
recX,R,2822540,2822839
recA,R,2823670,2823969
pncC,R,2824247,2824546
mltB,R,2825477,2825776
srlA,F,2825632,2825931
srlE,F,2826192,2826491
srlB,F,2827162,2827461
srlD,F,2827537,2827836
srlM,F,2828421,2828720
srlR,F,2828847,2829146
srlQ,F,2829613,2829912
norR,R,2832190,2832489
norV,F,2832276,2832575
norW,F,2833712,2834011
hypF,R,2837326,2837625
hydN,R,2838006,2838305
ascG,R,2839165,2839464
ascF,F,2839324,2839623
ascB,F,2840790,2841089
hycI,R,2842944,2843243
hycH,R,2843347,2843646
hycG,R,2844111,2844410
hycF,R,2844653,2844952
hycE,R,2846372,2846671
hycD,R,2847313,2847612
hycC,R,2849142,2849441
hycB,R,2849750,2850049
hycA,R,2850336,2850635
hypA,F,2850447,2850746
hypB,F,2850801,2851100
hypC,F,2851664,2851963
hypD,F,2851936,2852235
hypE,F,2853054,2853353
fhlA,F,2854138,2854437
ygbA,R,2856707,2857006
mutS,F,2856893,2857192
pphB,F,2859560,2859859
ygbI,R,2861135,2861434
ygbJ,F,2861230,2861529
ygbK,F,2862135,2862434
ygbL,F,2863393,2863692
ygbM,F,2864036,2864335
ygbN,F,2864901,2865200
rpoS,R,2867452,2867751
nlpD,R,2868654,2868953
pcm,R,2869420,2869719
umpG,R,2870175,2870474
truD,R,2871205,2871504
ispF,R,2871681,2871980
ispD,R,2872391,2872690
ftsB,R,2872721,2873020
ygbE,R,2873238,2873537
cysC,R,2873893,2874192
cysN,R,2875320,2875619
cysD,R,2876230,2876529
iap,F,2876381,2876680
ygbF,R,2878754,2879053
ygbT,R,2879673,2879972
casE,R,2880288,2880587
casD,R,2880949,2881248
casC,R,2882043,2882342
casB,R,2882538,2882837
casA,R,2884039,2884338
ygcB,R,2887120,2887419
cysH,R,2888213,2888512
cysI,R,2890000,2890299
cysJ,R,2891799,2892098
queD,F,2892014,2892313
ygcN,F,2892457,2892756
ygcO,F,2893719,2894018
ygcP,F,2893996,2894295
ygcQ,R,2895680,2895979
ygcR,R,2896456,2896755
ygcS,R,2897771,2898070
ygcU,R,2899319,2899618
ygcW,R,2900174,2900473
yqcE,F,2900392,2900691
ygcE,F,2901696,2901995
queE,R,2905319,2905618
yqcG,F,2905357,2905656
ygcG,F,2905511,2905810
eno,R,2907842,2908141
pyrG,R,2909567,2909866
mazG,R,2910586,2910885
mazF,R,2910992,2911291
mazE,R,2911240,2911539
relA,R,2913552,2913851
rlmD,R,2914901,2915200
barA,F,2914857,2915156
gudD,R,2919286,2919585
gudX,R,2920647,2920946
gudP,R,2922001,2922300
yqcA,R,2922885,2923184
truC,R,2923685,2923984
yqcC,R,2924014,2924313
syd,R,2925181,2925480
queF,F,2925148,2925447
ygdH,F,2926108,2926407
sdaC,F,2928029,2928328
sdaB,F,2929376,2929675
ygdG,F,2930855,2931154
fucO,R,2932914,2933213
fucA,R,2933589,2933888
fucP,F,2934035,2934334
fucI,F,2935384,2935683
fucK,F,2937268,2937567
fucU,F,2938688,2938987
fucR,F,2939168,2939467
rlmM,R,2941144,2941443
ygdD,R,2941532,2941831
gcvA,R,2942468,2942767
ygdI,R,2943046,2943345
csdA,F,2943137,2943436
csdE,F,2944342,2944641
tcdA,R,2945743,2946042
mltA,R,2947079,2947378
amiC,R,2948911,2949210
argA,F,2949042,2949341
recD,R,2952362,2952661
recB,R,2955904,2956203
ptrA,R,2958785,2959084
recC,R,2962329,2962628
ppdC,R,2962665,2962964
ygdB,R,2963057,2963356
ppdB,R,2963617,2963916
ppdA,R,2964078,2964377
thyA,R,2965056,2965355
lgt,R,2965938,2966237
ptsP,R,2968335,2968634
rppH,R,2968878,2969177
mutH,F,2969462,2969761
ygdQ,F,2970220,2970519
ygdR,F,2971071,2971370
tas,F,2971397,2971696
lplT,R,2973763,2974062
aas,R,2975915,2976214
galR,F,2976399,2976698
lysA,R,2978800,2979099
lysR,F,2978821,2979120
ygeA,R,2980536,2980835
araE,R,2982083,2982382
kduD,R,2983159,2983458
kduI,R,2984025,2984324
yqeF,R,2985493,2985792
yqeG,F,2985647,2985946
yqeH,F,2987336,2987635
yqeI,F,2988302,2988601
yqeJ,F,2989104,2989403
yqeL,R,2989800,2990099
yqeK,R,2990261,2990560
ygeF,F,2990354,2990653
ygeG,F,2991068,2991367
ygeH,F,2991894,2992193
ygeI,F,2993438,2993737
pbl,F,2993739,2994038
ygeK,R,2994993,2995292
ygeN,R,2995921,2996220
ygeO,R,2996261,2996560
insD1,F,2996172,2996471
insC1,F,2997035,2997334
ygeQ,R,2998729,2999028
ygeR,R,2999792,3000091
xdhA,F,3000145,3000444
xdhB,F,3002414,3002713
xdhC,F,3003289,3003588
ygeV,R,3005687,3005986
ygeW,F,3006062,3006361
ygeX,F,3007310,3007609
ygeY,F,3008564,3008863
hyuA,F,3009828,3010127
yqeA,F,3011261,3011560
yqeB,R,3014140,3014439
yqeC,R,3014958,3015257
mocA,F,3014960,3015259
ygfK,F,3015860,3016159
ssnA,F,3018961,3019260
ygfM,F,3020340,3020639
xdhD,F,3021116,3021415
xanQ,F,3024151,3024450
guaD,F,3025566,3025865
ghxQ,F,3026921,3027220
ygfS,R,3028913,3029212
ygfT,R,3030832,3031131
uacT,F,3031167,3031466
yqfG,F,3032617,3032916
idi,F,3032865,3033164
lysS,R,3035075,3035374
prfB,R,3036183,3036482
recJ,R,3038007,3038306
dsbC,R,3038723,3039022
xerD,R,3039644,3039943
fldB,F,3039655,3039954
cptA,R,3040724,3041023
sdhE,R,3040971,3041270
ygfZ,F,3041113,3041412
yqfA,R,3043049,3043348
yqfB,R,3043524,3043823
bglA,F,3043462,3043761
ygfF,R,3045802,3046101
gcvP,R,3048942,3049241
gcvH,R,3049450,3049749
gcvT,R,3050568,3050867
ubiI,R,3052218,3052517
ubiH,R,3053419,3053718
pepP,R,3054741,3055040
ygfB,R,3055345,3055644
zapA,F,3055412,3055711
fau,F,3056041,3056340
ibsC,R,3056850,3057149
serA,R,3058311,3058610
rpiA,R,3059226,3059525
yqfE,R,3059602,3059901
argP,F,3059553,3059852
scpA,F,3060650,3060949
argK,F,3062787,3063086
scpB,F,3063793,3064092
scpC,F,3064602,3064901
ygfI,R,3067074,3067373
yggE,R,3067981,3068280
argO,R,3068709,3069008
mscS,R,3069708,3070007
fbaA,R,3071145,3071444
pgk,R,3072523,3072822
epd,R,3073592,3073891
yggC,R,3074590,3074889
yggD,R,3075096,3075395
yggF,R,3076083,3076382
yggP,R,3077357,3077656
cmtA,R,3078760,3079059
cmtB,R,3079231,3079530
tktA,R,3081536,3081835
loiP,F,3081713,3082012
speB,R,3083698,3083997
speA,R,3085812,3086111
yqgB,R,3085952,3086251
yqgC,F,3085987,3086286
metK,F,3086506,3086805
galP,F,3088084,3088383
yggI,F,3089555,3089854
endA,F,3090147,3090446
rsmE,F,3090934,3091233
gshB,F,3091678,3091977
yqgE,F,3092737,3093036
yqgF,F,3093300,3093599
yggR,R,3094981,3095280
yggS,F,3094898,3095197
yggT,F,3095620,3095919
yggU,F,3096183,3096482
rdgB,F,3096481,3096780
yggW,F,3097067,3097366
yggM,R,3099466,3099765
ansB,R,3100629,3100928
yggN,R,3101524,3101823
yggL,R,3102034,3102333
trmI,R,3102753,3103052
mutY,F,3102813,3103112
yggX,F,3103893,3104192
mltC,F,3104233,3104532
nupG,F,3105514,3105813
speC,R,3109056,3109355
yqgA,F,3109353,3109652
yghD,R,3111027,3111326
yghE,R,3111991,3112290
yghF,R,3112842,3113141
yghG,R,3113378,3113677
pppA,R,3114253,3114552
sslE,R,3119013,3119312
glcA,R,3121180,3121479
glcB,R,3123706,3124005
glcG,R,3124132,3124431
glcF,R,3125360,3125659
glcE,R,3126423,3126722
glcD,R,3127922,3128221
glcC,F,3128072,3128371
yghO,R,3130044,3130343
insH1,R,3131095,3131394
yghQ,R,3132309,3132608
yghR,R,3133113,3133412
yghS,R,3133858,3134157
yghT,F,3133931,3134230
pitB,R,3136272,3136571
gss,R,3138423,3138722
yghU,F,3138527,3138826
hybG,R,3139865,3140164
hybF,R,3140219,3140518
hybE,R,3140700,3140999
hybD,R,3141187,3141486
hybC,R,3142890,3143189
hybB,R,3144065,3144364
hybA,R,3145041,3145340
hybO,R,3146162,3146461
yghW,R,3146638,3146937
yghX,R,3147592,3147891
gpr,F,3147697,3147996
yqhA,R,3149372,3149671
yghA,F,3149462,3149761
exbD,R,3151144,3151443
exbB,R,3151885,3152184
metC,F,3152036,3152335
yghB,F,3153363,3153662
yqhC,R,3155119,3155418
yqhD,F,3155155,3155454
dkgA,F,3156423,3156722
yqhG,F,3157450,3157749
yqhH,F,3158427,3158726
ygiQ,R,3161047,3161346
ftsP,R,3162570,3162869
plsC,R,3163382,3163681
parC,R,3165874,3166173
ygiS,R,3167619,3167918
mqsA,R,3168147,3168446
mqsR,R,3168445,3168744
ygiV,R,3169132,3169431
ygiW,R,3169577,3169876
qseB,F,3169628,3169927
qseC,F,3170284,3170583
ygiZ,R,3172112,3172411
mdaB,F,3172330,3172629
ygiN,F,3172942,3173241
parE,R,3175297,3175596
yqiA,R,3175907,3176206
cpdA,R,3176734,3177033
yqiB,R,3177181,3177480
nudF,R,3177811,3178110
tolC,F,3177915,3178214
ygiB,F,3179544,3179843
ygiC,F,3180221,3180520
ygiD,R,3182308,3182607
zupT,F,3182350,3182649
ribB,R,3184367,3184666
yqiC,F,3184640,3184939
ygiL,F,3185214,3185513
insC1,F,3185987,3186286
insD1,F,3186310,3186609
yqiH,F,3189681,3189980
yqiI,F,3190432,3190731
glgS,R,3191840,3192139
yqiJ,F,3192008,3192307
yqiK,F,3192664,3192963
ibsD,F,3194566,3194865
ibsE,F,3194941,3195240
hldE,R,3196654,3196953
glnE,R,3199542,3199841
ygiF,R,3200866,3201165
ygiM,F,3201007,3201306
cca,F,3201691,3201990
bacA,R,3204032,3204331
folB,R,3204490,3204789
plsY,F,3204494,3204793
ttdR,R,3206157,3206456
ttdA,F,3206263,3206562
ttdB,F,3207171,3207470
ttdT,F,3207824,3208123
tsaD,R,3210444,3210743
rpsU,F,3210581,3210880
dnaG,F,3210907,3211206
rpoD,F,3212847,3213146
mug,R,3215374,3215673
yqjH,R,3216392,3216691
yqjI,F,3216579,3216878
aer,R,3218977,3219276
patA,F,3219294,3219593
ygjH,R,3221148,3221447
ebgR,F,3221266,3221565
ebgA,F,3222433,3222732
ebgC,F,3225522,3225821
ygjI,F,3226034,3226333
ygjJ,F,3227601,3227900
ygjK,F,3228688,3228987
fadH,F,3231465,3231764
higA,R,3234045,3234344
higB,R,3234356,3234655
rlmG,R,3235776,3236075
ygjP,F,3235760,3236059
ygjQ,F,3236340,3236639
ygjR,F,3237111,3237410
alx,F,3238380,3238679
sstT,F,3239744,3240043
ygjV,R,3241645,3241944
uxaA,R,3243215,3243514
uxaC,R,3244642,3244941
exuT,F,3245024,3245323
exuR,F,3246452,3246751
yqjA,F,3247573,3247872
mzrA,F,3248239,3248538
yqjC,F,3248769,3249068
yqjD,F,3249175,3249474
yqjE,F,3249483,3249782
yqjK,F,3249877,3250176
yqjF,F,3250362,3250661
yqjG,F,3250824,3251123
yhaH,F,3252104,3252403
yhaI,F,3252711,3253010
yhaJ,R,3254115,3254414
yhaK,F,3254119,3254418
yhaL,F,3254843,3255142
yhaM,R,3256552,3256851
yhaO,R,3257911,3258210
tdcG,R,3259550,3259849
tdcF,R,3260011,3260310
